ZIP Code	Type	Common Cities	County	Area Codes
12987	Standard	Upper Jay	Essex County	Area Code 518
12989	Standard	Vermontville, Loon Lake, Onchiota	Franklin County	Area Code 518
12992	Standard	West Chazy	Clinton County	Area Code 518
12993	Standard	Westport, Wadhams	Essex County	Area Code 518
12995	PO Box	Whippleville	Franklin County	Area Code 518
12996	Standard	Willsboro	Essex County	Area Code 518
12997	Standard	Wilmington, Whiteface Mountain, Whiteface Mtn	Essex County	Area Code 518
12998	Standard	Witherbee	Essex County	Area Code 518
13020	PO Box	Apulia Station, Apulia Sta	Onondaga County	Area Code 315
13021	Standard	Auburn, Owasco	Cayuga County	Area Code 315
13022	PO Box	Auburn	Cayuga County	Area Code 315
13024	Unique	Auburn	Cayuga County	Area Code 315
13026	Standard	Aurora	Cayuga County	Area Code 315
13027	Standard	Baldwinsville, Lysander	Onondaga County	Area Code 315
13028	Standard	Bernhards Bay	Oswego County	Area Code 315
13029	Standard	Brewerton	Onondaga County	Area Code 315
13030	Standard	Bridgeport	Madison County	Area Code 315
13031	Standard	Camillus	Onondaga County	Area Code 315
13032	Standard	Canastota, Perryville	Madison County	Area Code 315
13033	Standard	Cato	Cayuga County	Area Code 315
13034	Standard	Cayuga	Cayuga County	Area Code 315
13035	Standard	Cazenovia	Madison County	Area Code 315
13036	Standard	Central Square, Central Sq	Oswego County	Area Code 315
13037	Standard	Chittenango	Madison County	Area Code 315
13039	Standard	Cicero	Onondaga County	Area Code 315
13040	Standard	Cincinnatus, East Freetown	Cortland County	Area Code 607
13041	Standard	Clay	Onondaga County	Area Code 315
13042	Standard	Cleveland	Oswego County	Area Code 315
13043	PO Box	Clockville	Madison County	Area Code 315
13044	Standard	Constantia	Oswego County	Area Code 315
13045	Standard	Cortland	Cortland County	Area Code 607
13051	PO Box	Delphi Falls	Onondaga County	Area Code 315
13052	Standard	De Ruyter	Madison County	Area Code 315
13053	Standard	Dryden	Tompkins County	Area Code 607
13054	Standard	Durhamville	Oneida County	Area Code 315
13056	PO Box	East Homer	Cortland County	Area Code 607
13057	Standard	East Syracuse	Onondaga County	Area Code 315
13060	Standard	Elbridge	Onondaga County	Area Code 315
13061	Standard	Erieville	Madison County	Area Code 315
13062	PO Box	Etna	Tompkins County	Area Code 607
13063	Standard	Fabius	Onondaga County	Area Code 315
13064	PO Box	Fair Haven	Cayuga County	Area Code 315
13065	PO Box	Fayette	Seneca County	
13066	Standard	Fayetteville	Onondaga County	Area Code 315
13068	Standard	Freeville	Tompkins County	Area Code 607
13069	Standard	Fulton	Oswego County	Area Code 315
13071	Standard	Genoa	Cayuga County	Area Code 315
13072	Standard	Georgetown	Madison County	Area Code 315
13073	Standard	Groton	Tompkins County	Area Code 607
13074	Standard	Hannibal	Oswego County	Area Code 315
13076	Standard	Hastings	Oswego County	Area Code 315
13077	Standard	Homer	Cortland County	Area Code 607
13078	Standard	Jamesville	Onondaga County	Area Code 315
13080	Standard	Jordan	Onondaga County	Area Code 315
13081	Standard	King Ferry	Cayuga County	Area Code 315
13082	Standard	Kirkville	Madison County	
13083	Standard	Lacona	Oswego County	Area Code 315
13084	Standard	La Fayette	Onondaga County	Area Code 315
13087	PO Box	Little York	Cortland County	Area Code 607
13088	Standard	Liverpool	Onondaga County	Area Code 315
13089	PO Box	Liverpool	Onondaga County	Area Code 315
13090	Standard	Liverpool, Bayberry	Onondaga County	Area Code 315
13092	Standard	Locke	Cayuga County	Area Code 315
13093	PO Box	Lycoming	Oswego County	Area Code 315
13101	Standard	Mc Graw	Cortland County	Area Code 607
13102	PO Box	Mc Lean	Tompkins County	Area Code 607
13103	Standard	Mallory	Oswego County	Area Code 315
13104	Standard	Manlius	Onondaga County	Area Code 315
13107	PO Box	Maple View	Oswego County	Area Code 315
13108	Standard	Marcellus	Onondaga County	Area Code 315
13110	Standard	Marietta	Onondaga County	Area Code 315
13111	Standard	Martville	Cayuga County	Area Code 315
13112	Standard	Memphis	Onondaga County	Area Code 315
13113	PO Box	Meridian	Cayuga County	Area Code 315
13114	Standard	Mexico	Oswego County	Area Code 315
13115	PO Box	Minetto	Oswego County	Area Code 315
13116	Standard	Minoa	Onondaga County	Area Code 315
13117	PO Box	Montezuma	Cayuga County	Area Code 315
13118	Standard	Moravia	Cayuga County	Area Code 315
13119	PO Box	Mottville	Onondaga County	Area Code 315
13120	Standard	Nedrow	Onondaga County	Area Code 315
13121	PO Box	New Haven	Oswego County	Area Code 315
13122	Standard	New Woodstock	Madison County	Area Code 315
13123	PO Box	North Bay	Oneida County	Area Code 315
13124	Standard	North Pitcher	Chenango County	
13126	Standard	Oswego	Oswego County	Area Code 315
13131	Standard	Parish	Oswego County	Area Code 315
13132	Standard	Pennellville	Oswego County	Area Code 315
13134	PO Box	Peterboro	Madison County	Area Code 315
13135	Standard	Phoenix	Oswego County	Area Code 315
13136	Standard	Pitcher	Chenango County	
13137	PO Box	Plainville	Onondaga County	Area Code 315
13138	PO Box	Pompey	Onondaga County	Area Code 315
13139	PO Box	Poplar Ridge	Cayuga County	Area Code 315
13140	Standard	Port Byron	Cayuga County	Area Code 315
13141	Standard	Preble	Cortland County	
13142	Standard	Pulaski	Oswego County	Area Code 315
13143	Standard	Red Creek	Wayne County	Area Code 315
13144	Standard	Richland	Oswego County	Area Code 315
13145	Standard	Sandy Creek	Oswego County	Area Code 315
13146	Standard	Savannah	Wayne County	Area Code 315
13147	Standard	Scipio Center, Venice Center	Cayuga County	Area Code 315
13148	Standard	Seneca Falls	Seneca County	Area Code 315
13152	Standard	Skaneateles	Onondaga County	Area Code 315
13153	PO Box	Skaneateles Falls, Skan Falls	Onondaga County	Area Code 315
13154	PO Box	South Butler	Wayne County	Area Code 315
13155	Standard	South Otselic	Chenango County	Area Code 315
13156	Standard	Sterling	Cayuga County	Area Code 315
13157	PO Box	Sylvan Beach	Oneida County	Area Code 315
13158	Standard	Truxton, Cuyler, East Homer	Cortland County	Area Code 607
13159	Standard	Tully	Onondaga County	Area Code 315
13160	Standard	Union Springs	Cayuga County	Area Code 315
13162	PO Box	Verona Beach	Oneida County	Area Code 315
13163	PO Box	Wampsville	Madison County	Area Code 315
13164	Standard	Warners	Onondaga County	Area Code 315
13165	Standard	Waterloo	Seneca County	Area Code 315
13166	Standard	Weedsport	Cayuga County	Area Code 315
13167	Standard	West Monroe	Oswego County	Area Code 315
13201	PO Box	Syracuse	Onondaga County	Area Code 315
13202	Standard	Syracuse	Onondaga County	Area Code 315
13203	Standard	Syracuse	Onondaga County	Area Code 315
13204	Standard	Syracuse	Onondaga County	Area Code 315
13205	Standard	Syracuse	Onondaga County	Area Code 315
13206	Standard	Syracuse	Onondaga County	Area Code 315
13207	Standard	Syracuse	Onondaga County	Area Code 315
13208	Standard	Syracuse	Onondaga County	Area Code 315
13209	Standard	Syracuse, Solvay	Onondaga County	Area Code 315
13210	Standard	Syracuse	Onondaga County	Area Code 315
13211	Standard	Syracuse, Mattydale	Onondaga County	Area Code 315
13212	Standard	Syracuse, N Syracuse, North Syracuse	Onondaga County	Area Code 315
13214	Standard	Syracuse, De Witt	Onondaga County	Area Code 315
13215	Standard	Syracuse	Onondaga County	Area Code 315
13217	PO Box	Syracuse	Onondaga County	Area Code 315
13218	PO Box	Syracuse	Onondaga County	Area Code 315
13219	Standard	Syracuse	Onondaga County	Area Code 315
13220	PO Box	Syracuse	Onondaga County	Area Code 315
13221	PO Box	Syracuse	Onondaga County	Area Code 315
13224	Standard	Syracuse	Onondaga County	Area Code 315
13225	Unique	Syracuse	Onondaga County	Area Code 315
13235	PO Box	Syracuse	Onondaga County	Area Code 315
13244	Unique	Syracuse	Onondaga County	Area Code 315
13250	Unique	Syracuse	Onondaga County	Area Code 315
13251	Unique	Syracuse	Onondaga County	Area Code 315
13252	Unique	Syracuse	Onondaga County	Area Code 315
13261	PO Box	Syracuse	Onondaga County	Area Code 315
13290	Standard	Syracuse	Onondaga County	Area Code 315
13301	Standard	Alder Creek	Oneida County	Area Code 315
13302	Standard	Altmar	Oswego County	Area Code 315
13303	Standard	Ava	Oneida County	Area Code 315
13304	Standard	Barneveld	Oneida County	Area Code 315
13305	PO Box	Beaver Falls, Beaver Fls	Lewis County	Area Code 315
13308	Standard	Blossvale	Oneida County	Area Code 315
13309	Standard	Boonville	Oneida County	Area Code 315
13310	Standard	Bouckville	Madison County	Area Code 315
13312	PO Box	Brantingham, Glenfield	Lewis County	Area Code 315
13313	PO Box	Bridgewater	Oneida County	Area Code 315
13314	Standard	Brookfield	Madison County	Area Code 315
13315	Standard	Burlington Flats, Burlngtn Flt	Otsego County	
13316	Standard	Camden	Oneida County	Area Code 315
13317	Standard	Canajoharie, Ames	Montgomery County	Area Code 518
13318	Standard	Cassville	Oneida County	Area Code 315
13319	Standard	Chadwicks	Oneida County	Area Code 315
13320	Standard	Cherry Valley	Otsego County	Area Code 607
13321	PO Box	Clark Mills	Oneida County	Area Code 315
13322	Standard	Clayville	Oneida County	Area Code 315
13323	Standard	Clinton	Oneida County	Area Code 315
13324	Standard	Cold Brook, Ohio	Herkimer County	Area Code 315
13325	Standard	Constableville, Constablevle	Lewis County	Area Code 315
13326	Standard	Cooperstown, Hartwick Seminary, Hrtwk Seminry	Otsego County	Area Code 607
13327	Standard	Croghan	Lewis County	Area Code 315
13328	Standard	Deansboro	Oneida County	Area Code 315
13329	Standard	Dolgeville	Herkimer County	Area Code 315
13331	Standard	Eagle Bay	Herkimer County	Area Code 315
13332	Standard	Earlville, Lebanon, Poolville	Madison County	Area Code 315
13333	Standard	East Springfield, E Springfield	Otsego County	Area Code 607
13334	Standard	Eaton	Madison County	Area Code 315
13335	Standard	Edmeston	Otsego County	
13337	Standard	Fly Creek	Otsego County	
13338	Standard	Forestport	Oneida County	Area Code 315
13339	Standard	Fort Plain	Montgomery County	Area Code 518
13340	Standard	Frankfort, Schuyler	Herkimer County	Area Code 315
13341	PO Box	Franklin Springs, Franklin Spgs	Oneida County	Area Code 315
13342	Standard	Garrattsville	Otsego County	Area Code 607
13343	Standard	Glenfield	Lewis County	Area Code 315
13345	Standard	Greig	Lewis County	Area Code 315
13346	Standard	Hamilton	Madison County	Area Code 315
13348	Standard	Hartwick	Otsego County	Area Code 607
13350	Standard	Herkimer	Herkimer County	Area Code 315
13352	PO Box	Hinckley	Oneida County	Area Code 315
13353	PO Box	Hoffmeister	Hamilton County	
13354	Standard	Holland Patent, Holland Patnt	Oneida County	Area Code 315
13355	Standard	Hubbardsville	Madison County	Area Code 315
13357	Standard	Ilion	Herkimer County	Area Code 315
13360	Standard	Inlet	Hamilton County	Area Code 315
13361	Standard	Jordanville	Herkimer County	Area Code 315
13362	PO Box	Knoxboro	Oneida County	Area Code 315
13363	Standard	Lee Center	Oneida County	Area Code 315
13364	PO Box	Leonardsville	Madison County	Area Code 315
13365	Standard	Little Falls	Herkimer County	Area Code 315
13367	Standard	Lowville, Beaver River	Lewis County	Area Code 315
13368	Standard	Lyons Falls	Lewis County	Area Code 315
13401	PO Box	Mc Connellsville, Mc Conelsvile	Oneida County	Area Code 315
13402	Standard	Madison	Madison County	Area Code 315
13403	Standard	Marcy	Oneida County	Area Code 315
13404	PO Box	Martinsburg	Lewis County	Area Code 315
13406	Standard	Middleville	Herkimer County	Area Code 315
13407	Standard	Mohawk	Herkimer County	Area Code 315
13408	Standard	Morrisville	Madison County	Area Code 315
13409	Standard	Munnsville, Pratts Hollow	Madison County	Area Code 315
13410	PO Box	Nelliston	Montgomery County	Area Code 518
13411	Standard	New Berlin, S Edmeston, South Edmeston	Chenango County	Area Code 607
13413	Standard	New Hartford	Oneida County	Area Code 315
13415	Standard	New Lisbon	Otsego County	Area Code 607
13416	Standard	Newport	Herkimer County	Area Code 315
13417	Standard	New York Mills, New York Mls	Oneida County	Area Code 315
13418	Standard	North Brookfield, N Brookfield	Madison County	Area Code 315
13420	Standard	Old Forge	Herkimer County	Area Code 315
13421	Standard	Oneida	Madison County	Area Code 315
13424	Standard	Oriskany	Oneida County	Area Code 315
13425	Standard	Oriskany Falls, Oriskany Fls	Oneida County	Area Code 315
13426	PO Box	Orwell	Oswego County	Area Code 315
13428	Standard	Palatine Bridge, Palatine Brg	Montgomery County	Area Code 518
13431	Standard	Poland	Herkimer County	Area Code 315
13433	Standard	Port Leyden	Lewis County	Area Code 315
13435	PO Box	Prospect	Oneida County	Area Code 315
13436	Standard	Raquette Lake	Hamilton County	Area Code 315
13437	Standard	Redfield	Oswego County	Area Code 315
13438	Standard	Remsen	Oneida County	Area Code 315
13439	Standard	Richfield Springs, Richfld Spgs	Otsego County	Area Code 315
13440	Standard	Rome	Oneida County	Area Code 315
13441	Standard	Rome	Oneida County	Area Code 315
13442	PO Box	Rome	Oneida County	Area Code 315
13449	Unique	Rome	Oneida County	Area Code 315
13450	Standard	Roseboom	Otsego County	Area Code 607
13452	Standard	Saint Johnsville, St Johnsville	Montgomery County	Area Code 518
13454	Standard	Salisbury Center, Salisbury Ctr	Herkimer County	Area Code 315
13455	PO Box	Sangerfield	Oneida County	Area Code 315
13456	Standard	Sauquoit, Paris	Oneida County	Area Code 315
13457	PO Box	Schuyler Lake	Otsego County	
13459	Standard	Sharon Springs, Sharon Spgs	Schoharie County	Area Code 518
13460	Standard	Sherburne	Chenango County	Area Code 607
13461	Standard	Sherrill	Oneida County	Area Code 315
13464	Standard	Smyrna	Chenango County	Area Code 607
13465	Standard	Solsville	Madison County	Area Code 315
13468	Standard	Springfield Center, Springfld Ctr	Otsego County	Area Code 607
13469	Standard	Stittville	Oneida County	Area Code 315
13470	Standard	Stratford	Fulton County	
13471	Standard	Taberg	Oneida County	Area Code 315
13472	PO Box	Thendara	Herkimer County	Area Code 315
13473	Standard	Turin	Lewis County	Area Code 315
13475	Standard	Van Hornesville, Van Hornesvle	Herkimer County	Area Code 315
13476	Standard	Vernon	Oneida County	Area Code 315
13477	Standard	Vernon Center	Oneida County	Area Code 315
13478	Standard	Verona	Oneida County	Area Code 315
13479	PO Box	Washington Mills, Washingtn Mls	Oneida County	Area Code 315
13480	Standard	Waterville	Oneida County	Area Code 315
13482	Standard	West Burlington, W Burlington	Otsego County	Area Code 607
13483	Standard	Westdale	Oneida County	Area Code 315
13484	PO Box	West Eaton	Madison County	Area Code 315
13485	Standard	West Edmeston	Madison County	Area Code 315
13486	Standard	Westernville	Oneida County	Area Code 315
13488	Standard	Westford	Otsego County	
13489	Standard	West Leyden	Lewis County	Area Code 315
13490	Standard	Westmoreland	Oneida County	Area Code 315
13491	Standard	West Winfield, West Exeter	Herkimer County	Area Code 315
13492	Standard	Whitesboro	Oneida County	Area Code 315
13493	Standard	Williamstown	Oswego County	Area Code 315
13494	Standard	Woodgate	Oneida County	Area Code 315
13495	Standard	Yorkville	Oneida County	Area Code 315
13501	Standard	Utica	Oneida County	Area Code 315
13502	Standard	Utica, Deerfield	Oneida County	Area Code 315
13503	PO Box	Utica	Oneida County	Area Code 315
13504	PO Box	Utica	Oneida County	Area Code 315
13505	PO Box	Utica	Oneida County	Area Code 315
13599	Unique	Utica	Oneida County	Area Code 315
13601	Standard	Watertown, Glen Park	Jefferson County	Area Code 315
13602	Standard	Fort Drum, Watertown	Jefferson County	Area Code 315
13603	Standard	Watertown, Fort Drum	Jefferson County	Area Code 315
13605	Standard	Adams, Smithville	Jefferson County	Area Code 315
13606	Standard	Adams Center	Jefferson County	Area Code 315
13607	Standard	Alexandria Bay, Alex Bay, Point Vivian	Jefferson County	Area Code 315
13608	Standard	Antwerp, Oxbow	Jefferson County	Area Code 315
13611	PO Box	Belleville	Jefferson County	Area Code 315
13612	Standard	Black River	Jefferson County	Area Code 315
13613	Standard	Brasher Falls	St. Lawrence County	Area Code 315
13614	Standard	Brier Hill	St. Lawrence County	Area Code 315
13615	PO Box	Brownville	Jefferson County	Area Code 315
13616	Standard	Calcium	Jefferson County	Area Code 315
13617	Standard	Canton	St. Lawrence County	Area Code 315
13618	Standard	Cape Vincent	Jefferson County	Area Code 315
13619	Standard	Carthage	Jefferson County	Area Code 315
13620	Standard	Castorland	Lewis County	Area Code 315
13621	Standard	Chase Mills	St. Lawrence County	Area Code 315
13622	Standard	Chaumont	Jefferson County	Area Code 315
13623	PO Box	Chippewa Bay	St. Lawrence County	Area Code 315
13624	Standard	Clayton, Frontenac, Grenell, Murray Isle	Jefferson County	Area Code 315
13625	Standard	Colton	St. Lawrence County	Area Code 315
13626	Standard	Copenhagen, Barnes Corners, Barnes Cors, South Rutla...	Lewis County	Area Code 315
13627	PO Box	Deer River	Lewis County	Area Code 315
13628	PO Box	Deferiet	Jefferson County	Area Code 315
13630	Standard	De Kalb Junction, De Kalb Jct	St. Lawrence County	Area Code 315
13631	PO Box	Denmark	Lewis County	Area Code 315
13632	PO Box	Depauville	Jefferson County	Area Code 315
13633	Standard	De Peyster	St. Lawrence County	Area Code 315
13634	Standard	Dexter	Jefferson County	Area Code 315
13635	Standard	Edwards	St. Lawrence County	Area Code 315
13636	Standard	Ellisburg	Jefferson County	Area Code 315
13637	Standard	Evans Mills	Jefferson County	Area Code 315
13638	Standard	Felts Mills	Jefferson County	Area Code 315
13639	Standard	Fine	St. Lawrence County	Area Code 315
13640	Standard	Wellesley Island, Fineview, Wellesley Is	Jefferson County	Area Code 315
13641	PO Box	Fishers Landing, Fishers Lndg	Jefferson County	Area Code 315
13642	Standard	Gouverneur, Balmat	St. Lawrence County	Area Code 315
13643	PO Box	Great Bend	Jefferson County	Area Code 315
13645	PO Box	Hailesboro	St Lawrence County	Area Code 315
13646	Standard	Hammond	St. Lawrence County	Area Code 315
13647	PO Box	Hannawa Falls	St. Lawrence County	Area Code 315
13648	Standard	Harrisville	Lewis County	Area Code 315
13649	PO Box	Helena	St. Lawrence County	Area Code 315
13650	Standard	Henderson, Woodville	Jefferson County	Area Code 315
13651	PO Box	Henderson Harbor, Henderson Hbr	Jefferson County	Area Code 315
13652	Standard	Hermon	St. Lawrence County	Area Code 315
13654	Standard	Heuvelton	St. Lawrence County	Area Code 315
13655	Standard	Hogansburg, Akwesasne	St. Lawrence County	Area Code 518
13656	Standard	La Fargeville	Jefferson County	Area Code 315
13657	PO Box	Limerick	Jefferson County	Area Code 315
13658	Standard	Lisbon	St. Lawrence County	Area Code 315
13659	Standard	Lorraine	Jefferson County	Area Code 315
13660	Standard	Madrid	St. Lawrence County	Area Code 315
13661	Standard	Mannsville	Jefferson County	Area Code 315
13662	Standard	Massena	St. Lawrence County	Area Code 315
13664	Standard	Morristown	St. Lawrence County	Area Code 315
13665	Standard	Natural Bridge, Natural Brg	Jefferson County	Area Code 315
13666	PO Box	Newton Falls	St. Lawrence County	Area Code 315
13667	Standard	Norfolk	St. Lawrence County	Area Code 315
13668	Standard	Norwood	St. Lawrence County	Area Code 315
13669	Standard	Ogdensburg	St. Lawrence County	Area Code 315
13670	Standard	Oswegatchie	St. Lawrence County	Area Code 315
13671	PO Box	Oxbow	Jefferson County	Area Code 315
13672	Standard	Parishville	St. Lawrence County	Area Code 315
13673	Standard	Philadelphia	Jefferson County	Area Code 315
13674	PO Box	Pierrepont Manor, Pierrepnt Mnr	Jefferson County	Area Code 315
13675	Standard	Plessis	Jefferson County	Area Code 315
13676	Standard	Potsdam	St. Lawrence County	Area Code 315
13677	PO Box	Pyrites	St. Lawrence County	Area Code 315
13678	PO Box	Raymondville	St. Lawrence County	Area Code 315
13679	Standard	Redwood	Jefferson County	Area Code 315
13680	Standard	Rensselaer Falls, Rensslaer Fls	St. Lawrence County	Area Code 315
13681	Standard	Richville	St. Lawrence County	Area Code 315
13682	Standard	Rodman	Jefferson County	Area Code 315
13683	PO Box	Rooseveltown	St Lawrence County	Area Code 315
13684	Standard	Russell, Degrasse	St. Lawrence County	Area Code 315
13685	Standard	Sackets Harbor, Sackets Hbr	Jefferson County	Area Code 315
13687	Standard	South Colton	St. Lawrence County	Area Code 315
13690	Standard	Star Lake	St. Lawrence County	Area Code 315
13691	Standard	Theresa	Jefferson County	Area Code 315
13692	PO Box	Thousand Island Park, Thous Is Pk	Jefferson County	Area Code 315
13693	Standard	Three Mile Bay, Three Mle Bay	Jefferson County	Area Code 315
13694	Standard	Waddington	St. Lawrence County	Area Code 315
13695	PO Box	Wanakena	St. Lawrence County	Area Code 315
13696	Standard	West Stockholm, W Stockholm	St. Lawrence County	Area Code 315
13697	Standard	Winthrop	St. Lawrence County	Area Code 315
13699	Unique	Potsdam	St Lawrence County	Area Code 315
13730	Standard	Afton	Chenango County	Area Code 607
13731	Standard	Andes	Delaware County	Area Code 845
13732	Standard	Apalachin	Tioga County	Area Code 607
13733	Standard	Bainbridge	Chenango County	Area Code 607
13734	Standard	Barton	Tioga County	Area Code 607
13736	Standard	Berkshire	Tioga County	Area Code 607
13737	PO Box	Bible School Park, Bible Sch Pk	Broome County	Area Code 607
13738	PO Box	Blodgett Mills, Blodgett Mls	Cortland County	Area Code 607
13739	Standard	Bloomville	Delaware County	
13740	Standard	Bovina Center	Delaware County	
13743	Standard	Candor	Tioga County	Area Code 607
13744	Standard	Castle Creek	Broome County	Area Code 607
13745	PO Box	Chenango Bridge, Chenango Brg	Broome County	Area Code 607
13746	Standard	Chenango Forks, Chenango Fks	Broome County	
13747	PO Box	Colliersville	Otsego County	Area Code 607
13748	Standard	Conklin	Broome County	Area Code 607
13749	PO Box	Corbettsville	Broome County	Area Code 607
13750	Standard	Davenport	Delaware County	Area Code 607
13751	Standard	Davenport Center, Davenport Ctr	Delaware County	Area Code 607
13752	Standard	Delancey	Delaware County	
13753	Standard	Delhi, Meredith	Delaware County	Area Code 607
13754	Standard	Deposit	Broome County	Area Code 607
13755	Standard	Downsville, Shinhopple	Delaware County	Area Code 607
13756	Standard	East Branch	Delaware County	
13757	Standard	East Meredith	Delaware County	
13758	PO Box	East Pharsalia, E Pharsalia	Chenango County	Area Code 607
13760	Standard	Endicott, Endwell	Broome County	Area Code 607
13761	PO Box	Endicott	Broome County	Area Code 607
13762	PO Box	Endwell	Broome County	Area Code 607
13763	PO Box	Endicott	Broome County	Area Code 607
13774	PO Box	Fishs Eddy	Delaware County	Area Code 607
13775	Standard	Franklin	Delaware County	Area Code 607
13776	Standard	Gilbertsville	Otsego County	Area Code 607
13777	Standard	Glen Aubrey	Broome County	Area Code 607
13778	Standard	Greene	Chenango County	Area Code 607
13780	Standard	Guilford	Chenango County	Area Code 607
13782	Standard	Hamden	Delaware County	
13783	Standard	Hancock, Cadosia	Delaware County	Area Code 607
13784	PO Box	Harford	Cortland County	Area Code 607
13786	Standard	Harpersfield	Delaware County	
13787	Standard	Harpursville	Broome County	Area Code 607
13788	Standard	Hobart	Delaware County	Area Code 607
13790	Standard	Johnson City	Broome County	Area Code 607
13794	PO Box	Killawog	Broome County	Area Code 607
13795	Standard	Kirkwood	Broome County	Area Code 607
13796	Standard	Laurens	Otsego County	
13797	Standard	Lisle	Broome County	Area Code 607
13801	Standard	Mc Donough	Chenango County	Area Code 607
13802	Standard	Maine	Broome County	Area Code 607
13803	Standard	Marathon	Cortland County	Area Code 607
13804	Standard	Masonville	Delaware County	Area Code 607
13806	Standard	Meridale	Delaware County	
13807	Standard	Milford	Otsego County	Area Code 607
13808	Standard	Morris	Otsego County	Area Code 607
13809	Standard	Mount Upton	Chenango County	Area Code 607
13810	Standard	Mount Vision	Otsego County	Area Code 607
13811	Standard	Newark Valley	Tioga County	Area Code 607
13812	Standard	Nichols	Tioga County	Area Code 607
13813	Standard	Nineveh	Broome County	Area Code 607
13814	PO Box	North Norwich	Chenango County	
13815	Standard	Norwich	Chenango County	Area Code 607
13820	Standard	Oneonta	Otsego County	Area Code 607
13825	Standard	Otego	Otsego County	Area Code 607
13826	Standard	Ouaquaga, Harpursville	Broome County	Area Code 607
13827	Standard	Owego	Tioga County	Area Code 607
13830	Standard	Oxford, Brisben	Chenango County	Area Code 607
13832	Standard	Plymouth	Chenango County	Area Code 607
13833	Standard	Port Crane, Sanitaria Spg, Sanitaria Springs	Broome County	
13834	Standard	Portlandville	Otsego County	Area Code 607
13835	Standard	Richford, Harford Mills	Tioga County	Area Code 607
13837	PO Box	Shinhopple	Delaware County	
13838	Standard	Sidney	Delaware County	Area Code 607
13839	Standard	Sidney Center	Delaware County	Area Code 607
13840	PO Box	Smithboro	Tioga County	Area Code 607
13841	Standard	Smithville Flats, Smithvle Flts	Chenango County	Area Code 607
13842	Standard	South Kortright, S Kortright	Delaware County	
13843	Standard	South New Berlin, S New Berlin	Chenango County	Area Code 607
13844	Standard	South Plymouth, So Plymouth	Chenango County	Area Code 607
13845	PO Box	Tioga Center	Tioga County	Area Code 607
13846	Standard	Treadwell, Franklin	Delaware County	Area Code 607
13847	PO Box	Trout Creek	Delaware County	Area Code 607
13848	PO Box	Tunnel	Broome County	Area Code 607
13849	Standard	Unadilla	Otsego County	Area Code 607
13850	Standard	Vestal	Broome County	Area Code 607
13851	PO Box	Vestal	Broome County	Area Code 607
13856	Standard	Walton	Delaware County	Area Code 607
13859	Standard	Wells Bridge	Otsego County	
13860	PO Box	West Davenport, W Davenport	Delaware County	Area Code 607
13861	Standard	West Oneonta	Otsego County	
13862	Standard	Whitney Point	Broome County	Area Code 607
13863	Standard	Willet	Cortland County	Area Code 607
13864	Standard	Willseyville	Tioga County	
13865	Standard	Windsor, W Windsor, West Windsor	Broome County	Area Code 607
13901	Standard	Binghamton	Broome County	Area Code 607
13902	PO Box	Binghamton	Broome County	Area Code 607
13903	Standard	Binghamton	Broome County	Area Code 607
13904	Standard	Binghamton	Broome County	Area Code 607
13905	Standard	Binghamton	Broome County	Area Code 607
14001	Standard	Akron	Erie County	Area Code 585
14004	Standard	Alden	Erie County	Area Code 585
14005	Standard	Alexander	Genesee County	Area Code 585
14006	Standard	Angola	Erie County	Area Code 716
14008	Standard	Appleton	Niagara County	Area Code 716
14009	Standard	Arcade	Wyoming County	Area Code 585
14010	PO Box	Athol Springs	Erie County	
14011	Standard	Attica	Wyoming County	Area Code 585
14012	Standard	Barker	Niagara County	Area Code 716
14013	Standard	Basom, Alabama	Genesee County	Area Code 585
14020	Standard	Batavia	Genesee County	Area Code 585
14021	PO Box	Batavia	Genesee County	Area Code 585
14024	Standard	Bliss	Wyoming County	Area Code 585
14025	Standard	Boston	Erie County	Area Code 716
14026	Standard	Bowmansville	Erie County	
14027	PO Box	Brant	Erie County	
14028	Standard	Burt	Niagara County	Area Code 716
14029	PO Box	Centerville	Allegany County	
14030	Standard	Chaffee	Erie County	Area Code 585
14031	Standard	Clarence	Erie County	Area Code 716
14032	Standard	Clarence Center, Clarence Ctr	Erie County	Area Code 716
14033	Standard	Colden	Erie County	
14034	Standard	Collins	Erie County	
14035	PO Box	Collins Center, Collins Ctr	Erie County	Area Code 716
14036	Standard	Corfu	Genesee County	Area Code 585
14037	Standard	Cowlesville	Wyoming County	Area Code 585
14038	PO Box	Crittenden	Erie County	
14039	Standard	Dale	Wyoming County	Area Code 585
14040	Standard	Darien Center	Genesee County	Area Code 585
14041	Standard	Dayton	Cattaraugus County	Area Code 716
14042	Standard	Delevan	Cattaraugus County	Area Code 716
14043	Standard	Depew	Erie County	Area Code 716
14047	Standard	Derby	Erie County	Area Code 716
14048	Standard	Dunkirk, Van Buren Bay	Chautauqua County	Area Code 716
14051	Standard	East Amherst, Swormville	Erie County	Area Code 716
14052	Standard	East Aurora	Erie County	Area Code 585
14054	Standard	East Bethany	Genesee County	Area Code 585
14055	Standard	East Concord, Concord	Erie County	Area Code 716
14056	PO Box	East Pembroke	Genesee County	Area Code 585
14057	Standard	Eden	Erie County	Area Code 716
14058	Standard	Elba	Genesee County	Area Code 585
14059	Standard	Elma	Erie County	
14060	Standard	Farmersville Station, Farmersvl Sta	Cattaraugus County	
14061	PO Box	Farnham	Erie County	
